periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Total under five Diarrhoea cases reported
202008,August 2020,202008,,R6f9znhg37c,Mandera County,KE_County_9,,4249.0
202008,August 2020,202008,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1697.0
202008,August 2020,202008,,Y52XNJ50hYb,Meru County,KE_County_12,,1860.0
202008,August 2020,202008,,fVra3Pwta0Q,Migori County,KE_County_44,,2972.0
202008,August 2020,202008,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1843.0
202008,August 2020,202008,,ahwTMNAJvrL,Muranga County,KE_County_21,,1251.0
202008,August 2020,202008,,jkG3zaihdSs,Nairobi County,KE_County_47,,6538.0
202008,August 2020,202008,,ob6SxuRcqU4,Nakuru County,KE_County_32,,4135.0
202008,August 2020,202008,,t0J75eHKxz5,Nandi County,KE_County_29,,1982.0
202008,August 2020,202008,,kqJ83J2D72s,Narok County,KE_County_33,,2065.0
202008,August 2020,202008,,uepLTG8wGWJ,Nyamira County,KE_County_46,,752.0
202008,August 2020,202008,,mYZacFNIB3h,Nyandarua County,KE_County_18,,797.0
202008,August 2020,202008,,ptWVfaCIdVx,Nyeri County,KE_County_19,,834.0
202008,August 2020,202008,,o36zCRjSd4G,Samburu County,KE_County_25,,1224.0
202008,August 2020,202008,,u4t9H8XyU9P,Siaya County,KE_County_41,,1821.0
202008,August 2020,202008,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,641.0
202008,August 2020,202008,,JsH2bnvNt2d,Tana River County,KE_County_4,,1754.0
202008,August 2020,202008,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,847.0
202008,August 2020,202008,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1449.0
202008,August 2020,202008,,kphDeKClFch,Turkana County,KE_County_23,,5711.0
202008,August 2020,202008,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1991.0
202008,August 2020,202008,,sANMZ3lpqGs,Vihiga County,KE_County_38,,542.0
202008,August 2020,202008,,CeLsrJOH0g9,Wajir County,KE_County_8,,2734.0
202008,August 2020,202008,,XWALbfAPa6n,West Pokot County,KE_County_24,,2868.0
202009,September 2020,202009,,vvOK1BxTbet,Baringo County,KE_County_30,,1596.0
202009,September 2020,202009,,HMNARUV2CW4,Bomet County,KE_County_36,,3188.0
202009,September 2020,202009,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2387.0
202009,September 2020,202009,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2023.0
202009,September 2020,202009,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1730.0
202009,September 2020,202009,,PFu8alU2KWG,Embu County,KE_County_14,,638.0
202009,September 2020,202009,,uyOrcHZBpW0,Garissa County,KE_County_7,,2174.0
202009,September 2020,202009,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1877.0
202009,September 2020,202009,,bzOfj0iwfDH,Isiolo County,KE_County_11,,733.0
202009,September 2020,202009,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2917.0
202009,September 2020,202009,,BjC1xL40gHo,Kakamega County,KE_County_37,,3305.0
202009,September 2020,202009,,ihZsJ8alvtb,Kericho County,KE_County_35,,2234.0
202009,September 2020,202009,,qKzosKQPl6G,Kiambu County,KE_County_22,,3686.0
202009,September 2020,202009,,nrI2khZx3d0,Kilifi County,KE_County_3,,3766.0
202009,September 2020,202009,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2719.0
202009,September 2020,202009,,sPkRcDvhGWA,Kisii County,KE_County_45,,2054.0
202009,September 2020,202009,,tAbBVBbueqD,Kisumu County,KE_County_42,,2020.0
202009,September 2020,202009,,j8o6iO4Njsi,Kitui County,KE_County_15,,614.0
202009,September 2020,202009,,N7YETT3A9r1,Kwale County,KE_County_2,,3082.0
202009,September 2020,202009,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1159.0
202009,September 2020,202009,,NjWSbQTwys4,Lamu County,KE_County_5,,792.0
202009,September 2020,202009,,yhCUgGcCcOo,Machakos County,KE_County_16,,3681.0
202009,September 2020,202009,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1842.0
202009,September 2020,202009,,R6f9znhg37c,Mandera County,KE_County_9,,4611.0
202009,September 2020,202009,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1589.0
202009,September 2020,202009,,Y52XNJ50hYb,Meru County,KE_County_12,,1846.0
202009,September 2020,202009,,fVra3Pwta0Q,Migori County,KE_County_44,,2632.0
202009,September 2020,202009,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2416.0
202009,September 2020,202009,,ahwTMNAJvrL,Muranga County,KE_County_21,,1462.0
202009,September 2020,202009,,jkG3zaihdSs,Nairobi County,KE_County_47,,7440.0
202009,September 2020,202009,,ob6SxuRcqU4,Nakuru County,KE_County_32,,4338.0
202009,September 2020,202009,,t0J75eHKxz5,Nandi County,KE_County_29,,1801.0
202009,September 2020,202009,,kqJ83J2D72s,Narok County,KE_County_33,,2230.0
202009,September 2020,202009,,uepLTG8wGWJ,Nyamira County,KE_County_46,,798.0
202009,September 2020,202009,,mYZacFNIB3h,Nyandarua County,KE_County_18,,937.0
202009,September 2020,202009,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1209.0
202009,September 2020,202009,,o36zCRjSd4G,Samburu County,KE_County_25,,1425.0
202009,September 2020,202009,,u4t9H8XyU9P,Siaya County,KE_County_41,,1488.0
202009,September 2020,202009,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,719.0
202009,September 2020,202009,,JsH2bnvNt2d,Tana River County,KE_County_4,,878.0
202009,September 2020,202009,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,853.0
202009,September 2020,202009,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1324.0
202009,September 2020,202009,,kphDeKClFch,Turkana County,KE_County_23,,5526.0
202009,September 2020,202009,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,2200.0
202009,September 2020,202009,,sANMZ3lpqGs,Vihiga County,KE_County_38,,594.0
202009,September 2020,202009,,CeLsrJOH0g9,Wajir County,KE_County_8,,2771.0
202009,September 2020,202009,,XWALbfAPa6n,West Pokot County,KE_County_24,,3131.0
202010,October 2020,202010,,vvOK1BxTbet,Baringo County,KE_County_30,,1938.0
202010,October 2020,202010,,HMNARUV2CW4,Bomet County,KE_County_36,,4101.0
202010,October 2020,202010,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2560.0
202010,October 2020,202010,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2012.0
202010,October 2020,202010,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1815.0
202010,October 2020,202010,,PFu8alU2KWG,Embu County,KE_County_14,,1306.0
202010,October 2020,202010,,uyOrcHZBpW0,Garissa County,KE_County_7,,2084.0
202010,October 2020,202010,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2056.0
202010,October 2020,202010,,bzOfj0iwfDH,Isiolo County,KE_County_11,,808.0
202010,October 2020,202010,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,3373.0
202010,October 2020,202010,,BjC1xL40gHo,Kakamega County,KE_County_37,,3718.0
202010,October 2020,202010,,ihZsJ8alvtb,Kericho County,KE_County_35,,2712.0
202010,October 2020,202010,,qKzosKQPl6G,Kiambu County,KE_County_22,,3249.0
202010,October 2020,202010,,nrI2khZx3d0,Kilifi County,KE_County_3,,6087.0
202010,October 2020,202010,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,3492.0
202010,October 2020,202010,,sPkRcDvhGWA,Kisii County,KE_County_45,,2355.0
202010,October 2020,202010,,tAbBVBbueqD,Kisumu County,KE_County_42,,3417.0
202010,October 2020,202010,,j8o6iO4Njsi,Kitui County,KE_County_15,,814.0
202010,October 2020,202010,,N7YETT3A9r1,Kwale County,KE_County_2,,2485.0
202010,October 2020,202010,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1222.0
202010,October 2020,202010,,NjWSbQTwys4,Lamu County,KE_County_5,,1182.0
202010,October 2020,202010,,yhCUgGcCcOo,Machakos County,KE_County_16,,3112.0
202010,October 2020,202010,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2079.0
202010,October 2020,202010,,R6f9znhg37c,Mandera County,KE_County_9,,4625.0
202010,October 2020,202010,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1912.0
202010,October 2020,202010,,Y52XNJ50hYb,Meru County,KE_County_12,,1811.0
202010,October 2020,202010,,fVra3Pwta0Q,Migori County,KE_County_44,,2720.0
202010,October 2020,202010,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2484.0
202010,October 2020,202010,,ahwTMNAJvrL,Muranga County,KE_County_21,,1704.0
202010,October 2020,202010,,jkG3zaihdSs,Nairobi County,KE_County_47,,8370.0
202010,October 2020,202010,,ob6SxuRcqU4,Nakuru County,KE_County_32,,4710.0
202010,October 2020,202010,,t0J75eHKxz5,Nandi County,KE_County_29,,1607.0
202010,October 2020,202010,,kqJ83J2D72s,Narok County,KE_County_33,,2684.0
202010,October 2020,202010,,uepLTG8wGWJ,Nyamira County,KE_County_46,,760.0
202010,October 2020,202010,,mYZacFNIB3h,Nyandarua County,KE_County_18,,829.0
202010,October 2020,202010,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1207.0
202010,October 2020,202010,,o36zCRjSd4G,Samburu County,KE_County_25,,1444.0
202010,October 2020,202010,,u4t9H8XyU9P,Siaya County,KE_County_41,,1761.0
202010,October 2020,202010,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,704.0
202010,October 2020,202010,,JsH2bnvNt2d,Tana River County,KE_County_4,,1882.0
202010,October 2020,202010,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1048.0
202010,October 2020,202010,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1330.0
202010,October 2020,202010,,kphDeKClFch,Turkana County,KE_County_23,,4480.0
202010,October 2020,202010,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,2865.0
202010,October 2020,202010,,sANMZ3lpqGs,Vihiga County,KE_County_38,,555.0
202010,October 2020,202010,,CeLsrJOH0g9,Wajir County,KE_County_8,,2621.0
202010,October 2020,202010,,XWALbfAPa6n,West Pokot County,KE_County_24,,2770.0
202011,November 2020,202011,,vvOK1BxTbet,Baringo County,KE_County_30,,2081.0
202011,November 2020,202011,,HMNARUV2CW4,Bomet County,KE_County_36,,3261.0
202011,November 2020,202011,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2850.0
202011,November 2020,202011,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2010.0
202011,November 2020,202011,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1786.0
202011,November 2020,202011,,PFu8alU2KWG,Embu County,KE_County_14,,868.0
202011,November 2020,202011,,uyOrcHZBpW0,Garissa County,KE_County_7,,1863.0
202011,November 2020,202011,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1509.0
202011,November 2020,202011,,bzOfj0iwfDH,Isiolo County,KE_County_11,,740.0
202011,November 2020,202011,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,3131.0
202011,November 2020,202011,,BjC1xL40gHo,Kakamega County,KE_County_37,,3848.0
202011,November 2020,202011,,ihZsJ8alvtb,Kericho County,KE_County_35,,2710.0
202011,November 2020,202011,,qKzosKQPl6G,Kiambu County,KE_County_22,,3829.0
202011,November 2020,202011,,nrI2khZx3d0,Kilifi County,KE_County_3,,7221.0
202011,November 2020,202011,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1901.0
202011,November 2020,202011,,sPkRcDvhGWA,Kisii County,KE_County_45,,2004.0
202011,November 2020,202011,,tAbBVBbueqD,Kisumu County,KE_County_42,,3232.0
202011,November 2020,202011,,j8o6iO4Njsi,Kitui County,KE_County_15,,1837.0
202011,November 2020,202011,,N7YETT3A9r1,Kwale County,KE_County_2,,2228.0
202011,November 2020,202011,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1078.0
202011,November 2020,202011,,NjWSbQTwys4,Lamu County,KE_County_5,,664.0
202011,November 2020,202011,,yhCUgGcCcOo,Machakos County,KE_County_16,,3123.0
202011,November 2020,202011,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1936.0
202011,November 2020,202011,,R6f9znhg37c,Mandera County,KE_County_9,,6235.0
202011,November 2020,202011,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1893.0
202011,November 2020,202011,,Y52XNJ50hYb,Meru County,KE_County_12,,1780.0
202011,November 2020,202011,,fVra3Pwta0Q,Migori County,KE_County_44,,18056.0
202011,November 2020,202011,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2341.0
202011,November 2020,202011,,ahwTMNAJvrL,Muranga County,KE_County_21,,1344.0
202011,November 2020,202011,,jkG3zaihdSs,Nairobi County,KE_County_47,,7567.0
202011,November 2020,202011,,ob6SxuRcqU4,Nakuru County,KE_County_32,,5365.0
202011,November 2020,202011,,t0J75eHKxz5,Nandi County,KE_County_29,,1650.0
202011,November 2020,202011,,kqJ83J2D72s,Narok County,KE_County_33,,2514.0
202011,November 2020,202011,,uepLTG8wGWJ,Nyamira County,KE_County_46,,975.0
202011,November 2020,202011,,mYZacFNIB3h,Nyandarua County,KE_County_18,,897.0
202011,November 2020,202011,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1101.0
202011,November 2020,202011,,o36zCRjSd4G,Samburu County,KE_County_25,,1247.0
202011,November 2020,202011,,u4t9H8XyU9P,Siaya County,KE_County_41,,1819.0
202011,November 2020,202011,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,879.0
202011,November 2020,202011,,JsH2bnvNt2d,Tana River County,KE_County_4,,2412.0
202011,November 2020,202011,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,715.0
202011,November 2020,202011,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1589.0
202011,November 2020,202011,,kphDeKClFch,Turkana County,KE_County_23,,5015.0
202011,November 2020,202011,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3370.0
202011,November 2020,202011,,sANMZ3lpqGs,Vihiga County,KE_County_38,,420.0
202011,November 2020,202011,,CeLsrJOH0g9,Wajir County,KE_County_8,,5153.0
202011,November 2020,202011,,XWALbfAPa6n,West Pokot County,KE_County_24,,3212.0
202012,December 2020,202012,,vvOK1BxTbet,Baringo County,KE_County_30,,1258.0
202012,December 2020,202012,,HMNARUV2CW4,Bomet County,KE_County_36,,2004.0
202012,December 2020,202012,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1634.0
202012,December 2020,202012,,Tvf1zgVZ0K4,Busia County,KE_County_40,,657.0
202012,December 2020,202012,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,953.0
202012,December 2020,202012,,PFu8alU2KWG,Embu County,KE_County_14,,436.0
202012,December 2020,202012,,uyOrcHZBpW0,Garissa County,KE_County_7,,2231.0
202012,December 2020,202012,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,735.0
202012,December 2020,202012,,bzOfj0iwfDH,Isiolo County,KE_County_11,,454.0
202012,December 2020,202012,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2149.0
202012,December 2020,202012,,BjC1xL40gHo,Kakamega County,KE_County_37,,1737.0
202012,December 2020,202012,,ihZsJ8alvtb,Kericho County,KE_County_35,,925.0
202012,December 2020,202012,,qKzosKQPl6G,Kiambu County,KE_County_22,,2864.0
202012,December 2020,202012,,nrI2khZx3d0,Kilifi County,KE_County_3,,3594.0
202012,December 2020,202012,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2374.0
202012,December 2020,202012,,sPkRcDvhGWA,Kisii County,KE_County_45,,555.0
202012,December 2020,202012,,tAbBVBbueqD,Kisumu County,KE_County_42,,1223.0
202012,December 2020,202012,,j8o6iO4Njsi,Kitui County,KE_County_15,,1029.0
202012,December 2020,202012,,N7YETT3A9r1,Kwale County,KE_County_2,,519.0
202012,December 2020,202012,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1280.0
202012,December 2020,202012,,NjWSbQTwys4,Lamu County,KE_County_5,,556.0
202012,December 2020,202012,,yhCUgGcCcOo,Machakos County,KE_County_16,,1502.0
202012,December 2020,202012,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1526.0
202012,December 2020,202012,,R6f9znhg37c,Mandera County,KE_County_9,,6752.0
202012,December 2020,202012,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1633.0
202012,December 2020,202012,,Y52XNJ50hYb,Meru County,KE_County_12,,1237.0
202012,December 2020,202012,,fVra3Pwta0Q,Migori County,KE_County_44,,971.0
202012,December 2020,202012,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2020.0
202012,December 2020,202012,,ahwTMNAJvrL,Muranga County,KE_County_21,,1764.0
202012,December 2020,202012,,jkG3zaihdSs,Nairobi County,KE_County_47,,6512.0
202012,December 2020,202012,,ob6SxuRcqU4,Nakuru County,KE_County_32,,5556.0
202012,December 2020,202012,,t0J75eHKxz5,Nandi County,KE_County_29,,608.0
202012,December 2020,202012,,kqJ83J2D72s,Narok County,KE_County_33,,2356.0
202012,December 2020,202012,,uepLTG8wGWJ,Nyamira County,KE_County_46,,555.0
202012,December 2020,202012,,mYZacFNIB3h,Nyandarua County,KE_County_18,,460.0
202012,December 2020,202012,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1197.0
202012,December 2020,202012,,o36zCRjSd4G,Samburu County,KE_County_25,,1240.0
202012,December 2020,202012,,u4t9H8XyU9P,Siaya County,KE_County_41,,877.0
202012,December 2020,202012,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,299.0
202012,December 2020,202012,,JsH2bnvNt2d,Tana River County,KE_County_4,,664.0
202012,December 2020,202012,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,835.0
202012,December 2020,202012,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1141.0
202012,December 2020,202012,,kphDeKClFch,Turkana County,KE_County_23,,5431.0
202012,December 2020,202012,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1975.0
202012,December 2020,202012,,sANMZ3lpqGs,Vihiga County,KE_County_38,,167.0
202012,December 2020,202012,,CeLsrJOH0g9,Wajir County,KE_County_8,,2825.0
202012,December 2020,202012,,XWALbfAPa6n,West Pokot County,KE_County_24,,2808.0
201901,January 2019,201901,,vvOK1BxTbet,Baringo County,KE_County_30,,2960.0
201901,January 2019,201901,,HMNARUV2CW4,Bomet County,KE_County_36,,3820.0
201901,January 2019,201901,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,5186.0
201901,January 2019,201901,,Tvf1zgVZ0K4,Busia County,KE_County_40,,3535.0
201901,January 2019,201901,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,2623.0
201901,January 2019,201901,,PFu8alU2KWG,Embu County,KE_County_14,,1349.0
201901,January 2019,201901,,uyOrcHZBpW0,Garissa County,KE_County_7,,2667.0
201901,January 2019,201901,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2854.0
201901,January 2019,201901,,bzOfj0iwfDH,Isiolo County,KE_County_11,,1150.0
201901,January 2019,201901,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,4522.0
201901,January 2019,201901,,BjC1xL40gHo,Kakamega County,KE_County_37,,5271.0
201901,January 2019,201901,,ihZsJ8alvtb,Kericho County,KE_County_35,,4751.0
201901,January 2019,201901,,qKzosKQPl6G,Kiambu County,KE_County_22,,5961.0
201901,January 2019,201901,,nrI2khZx3d0,Kilifi County,KE_County_3,,4817.0
201901,January 2019,201901,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2602.0
201901,January 2019,201901,,sPkRcDvhGWA,Kisii County,KE_County_45,,2608.0
201901,January 2019,201901,,tAbBVBbueqD,Kisumu County,KE_County_42,,3583.0
201901,January 2019,201901,,j8o6iO4Njsi,Kitui County,KE_County_15,,4443.0
201901,January 2019,201901,,N7YETT3A9r1,Kwale County,KE_County_2,,3539.0
201901,January 2019,201901,,xuFdFy6t9AH,Laikipia County,KE_County_31,,2165.0
201901,January 2019,201901,,NjWSbQTwys4,Lamu County,KE_County_5,,796.0
201901,January 2019,201901,,yhCUgGcCcOo,Machakos County,KE_County_16,,4381.0
201901,January 2019,201901,,BoDytkJQ4Qi,Makueni County,KE_County_17,,3267.0
201901,January 2019,201901,,R6f9znhg37c,Mandera County,KE_County_9,,5188.0
201901,January 2019,201901,,Eey8fT4Im3y,Marsabit County,KE_County_10,,2771.0
201901,January 2019,201901,,Y52XNJ50hYb,Meru County,KE_County_12,,3259.0
201901,January 2019,201901,,fVra3Pwta0Q,Migori County,KE_County_44,,2368.0
201901,January 2019,201901,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3245.0
201901,January 2019,201901,,ahwTMNAJvrL,Muranga County,KE_County_21,,2310.0
201901,January 2019,201901,,jkG3zaihdSs,Nairobi County,KE_County_47,,11050.0
201901,January 2019,201901,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6862.0
201901,January 2019,201901,,t0J75eHKxz5,Nandi County,KE_County_29,,4625.0
201901,January 2019,201901,,kqJ83J2D72s,Narok County,KE_County_33,,3093.0
201901,January 2019,201901,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1709.0
201901,January 2019,201901,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1285.0
201901,January 2019,201901,,ptWVfaCIdVx,Nyeri County,KE_County_19,,2003.0
201901,January 2019,201901,,o36zCRjSd4G,Samburu County,KE_County_25,,1727.0
201901,January 2019,201901,,u4t9H8XyU9P,Siaya County,KE_County_41,,2375.0
201901,January 2019,201901,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,1149.0
201901,January 2019,201901,,JsH2bnvNt2d,Tana River County,KE_County_4,,1692.0
201901,January 2019,201901,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1298.0
201901,January 2019,201901,,mThvosEflAU,Trans Nzoia County,KE_County_26,,2060.0
201901,January 2019,201901,,kphDeKClFch,Turkana County,KE_County_23,,5967.0
201901,January 2019,201901,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,4911.0
201901,January 2019,201901,,sANMZ3lpqGs,Vihiga County,KE_County_38,,1035.0
201901,January 2019,201901,,CeLsrJOH0g9,Wajir County,KE_County_8,,2422.0
201901,January 2019,201901,,XWALbfAPa6n,West Pokot County,KE_County_24,,5978.0
201902,February 2019,201902,,vvOK1BxTbet,Baringo County,KE_County_30,,2157.0
201902,February 2019,201902,,HMNARUV2CW4,Bomet County,KE_County_36,,4252.0
201902,February 2019,201902,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,5803.0
201902,February 2019,201902,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2303.0
201902,February 2019,201902,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,2159.0
201902,February 2019,201902,,PFu8alU2KWG,Embu County,KE_County_14,,1073.0
201902,February 2019,201902,,uyOrcHZBpW0,Garissa County,KE_County_7,,2604.0
201902,February 2019,201902,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2294.0
201902,February 2019,201902,,bzOfj0iwfDH,Isiolo County,KE_County_11,,855.0
201902,February 2019,201902,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,4108.0
201902,February 2019,201902,,BjC1xL40gHo,Kakamega County,KE_County_37,,4534.0
201902,February 2019,201902,,ihZsJ8alvtb,Kericho County,KE_County_35,,4576.0
201902,February 2019,201902,,qKzosKQPl6G,Kiambu County,KE_County_22,,6305.0
201902,February 2019,201902,,nrI2khZx3d0,Kilifi County,KE_County_3,,4698.0
201902,February 2019,201902,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1922.0
201902,February 2019,201902,,sPkRcDvhGWA,Kisii County,KE_County_45,,1510.0
201902,February 2019,201902,,tAbBVBbueqD,Kisumu County,KE_County_42,,2359.0
201902,February 2019,201902,,j8o6iO4Njsi,Kitui County,KE_County_15,,2937.0
201902,February 2019,201902,,N7YETT3A9r1,Kwale County,KE_County_2,,3250.0
201902,February 2019,201902,,xuFdFy6t9AH,Laikipia County,KE_County_31,,2017.0
201902,February 2019,201902,,NjWSbQTwys4,Lamu County,KE_County_5,,792.0
201902,February 2019,201902,,yhCUgGcCcOo,Machakos County,KE_County_16,,3757.0
201902,February 2019,201902,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2289.0
201902,February 2019,201902,,R6f9znhg37c,Mandera County,KE_County_9,,4254.0
201902,February 2019,201902,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1269.0
201902,February 2019,201902,,Y52XNJ50hYb,Meru County,KE_County_12,,3294.0
201902,February 2019,201902,,fVra3Pwta0Q,Migori County,KE_County_44,,3358.0
201902,February 2019,201902,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3091.0
201902,February 2019,201902,,ahwTMNAJvrL,Muranga County,KE_County_21,,2297.0
201902,February 2019,201902,,jkG3zaihdSs,Nairobi County,KE_County_47,,10443.0
201902,February 2019,201902,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6661.0
201902,February 2019,201902,,t0J75eHKxz5,Nandi County,KE_County_29,,4653.0
201902,February 2019,201902,,kqJ83J2D72s,Narok County,KE_County_33,,3275.0
201902,February 2019,201902,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1607.0
201902,February 2019,201902,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1454.0
201902,February 2019,201902,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1781.0
201902,February 2019,201902,,o36zCRjSd4G,Samburu County,KE_County_25,,825.0
201902,February 2019,201902,,u4t9H8XyU9P,Siaya County,KE_County_41,,2057.0
201902,February 2019,201902,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,664.0
201902,February 2019,201902,,JsH2bnvNt2d,Tana River County,KE_County_4,,1471.0
201902,February 2019,201902,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1061.0
201902,February 2019,201902,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1125.0
201902,February 2019,201902,,kphDeKClFch,Turkana County,KE_County_23,,5209.0
201902,February 2019,201902,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,4680.0
201902,February 2019,201902,,sANMZ3lpqGs,Vihiga County,KE_County_38,,1018.0
201902,February 2019,201902,,CeLsrJOH0g9,Wajir County,KE_County_8,,1371.0
201902,February 2019,201902,,XWALbfAPa6n,West Pokot County,KE_County_24,,2118.0
201903,March 2019,201903,,vvOK1BxTbet,Baringo County,KE_County_30,,2618.0
201903,March 2019,201903,,HMNARUV2CW4,Bomet County,KE_County_36,,3785.0
201903,March 2019,201903,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,5020.0
201903,March 2019,201903,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2653.0
201903,March 2019,201903,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,3067.0
201903,March 2019,201903,,PFu8alU2KWG,Embu County,KE_County_14,,1446.0
201903,March 2019,201903,,uyOrcHZBpW0,Garissa County,KE_County_7,,2242.0
201903,March 2019,201903,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2337.0
201903,March 2019,201903,,bzOfj0iwfDH,Isiolo County,KE_County_11,,820.0
201903,March 2019,201903,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,4816.0
201903,March 2019,201903,,BjC1xL40gHo,Kakamega County,KE_County_37,,5024.0
201903,March 2019,201903,,ihZsJ8alvtb,Kericho County,KE_County_35,,3604.0
201903,March 2019,201903,,qKzosKQPl6G,Kiambu County,KE_County_22,,7422.0
201903,March 2019,201903,,nrI2khZx3d0,Kilifi County,KE_County_3,,5608.0
201903,March 2019,201903,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2391.0
201903,March 2019,201903,,sPkRcDvhGWA,Kisii County,KE_County_45,,2529.0
